sequence,seedId,name,normalizedName,mealCategory,mealTypeSuggested,countryOfOriginSuggested,discovery,studentAthleteTarget,mealPrepCandidate,imageSearchQuery,assetMainFile,assetCardFile,imageStatus
554,REC-CAND-0554,Spanish Turkey Flatbread,spanish turkey flatbread,Main Meal,Dinner,Brazil,False,True,True,Spanish Turkey Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
555,REC-CAND-0555,Salmon Stuffed Peppers,salmon stuffed peppers,Main Meal,Dinner,India,False,True,True,Salmon Stuffed Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
556,REC-CAND-0556,Sheet Pan Shrimp and Green Beans,sheet pan shrimp and green beans,Main Meal,Dinner,Thailand,False,True,True,Sheet Pan Shrimp and Green Beans recipe,assets/main.avif,assets/card.avif,not-included-see-readme
557,REC-CAND-0557,Chicken and Carrots Sweet Potato Hash,chicken and carrots sweet potato hash,Main Meal,Breakfast,Greece,False,True,True,Chicken and Carrots Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
558,REC-CAND-0558,Cod and Bell Peppers Wraps,cod and bell peppers wraps,Main Meal,Lunch,Korea,False,True,True,Cod and Bell Peppers Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
559,REC-CAND-0559,Honey Soy Black Bean Casserole,honey soy black bean casserole,Main Meal,Lunch,Greece,False,True,True,Honey Soy Black Bean Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
560,REC-CAND-0560,Chicken Pita Plate,chicken pita plate,Main Meal,Lunch,Italy,False,True,True,Chicken Pita Plate recipe,assets/main.avif,assets/card.avif,not-included-see-readme
561,REC-CAND-0561,Turkey and Broccoli Flatbread,turkey and broccoli flatbread,Main Meal,Lunch,Japan,False,True,True,Turkey and Broccoli Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
562,REC-CAND-0562,Mexican Chickpea with Rice,mexican chickpea with rice,Main Meal,Dinner,Greece,False,True,True,Mexican Chickpea with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
563,REC-CAND-0563,Sausage Stir Fry Bowl,sausage stir fry bowl,Main Meal,Lunch,Italy,False,True,True,Sausage Stir Fry Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
564,REC-CAND-0564,Honey Soy Chickpea Soup,honey soy chickpea soup,Main Meal,Dinner,Greece,False,True,True,Honey Soy Chickpea Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
565,REC-CAND-0565,Steak Stuffed Peppers,steak stuffed peppers,Main Meal,Lunch,Peru,False,True,True,Steak Stuffed Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
566,REC-CAND-0566,Herbed Sausage Noodle Bowl,herbed sausage noodle bowl,Main Meal,Dinner,Peru,False,True,True,Herbed Sausage Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
567,REC-CAND-0567,Italian Black Bean Rice Bowl,italian black bean rice bowl,Main Meal,Dinner,Greece,False,True,True,Italian Black Bean Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
568,REC-CAND-0568,Lentil and Cauliflower Flatbread,lentil and cauliflower flatbread,Main Meal,Dinner,Japan,False,True,True,Lentil and Cauliflower Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
569,REC-CAND-0569,Peruvian Lean Beef with Potatoes,peruvian lean beef with potatoes,Main Meal,Lunch,United States,False,True,True,Peruvian Lean Beef with Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
570,REC-CAND-0570,Blackened Steak with Cauliflower,blackened steak with cauliflower,Main Meal,Dinner,Philippines,False,True,True,Blackened Steak with Cauliflower recipe,assets/main.avif,assets/card.avif,not-included-see-readme
571,REC-CAND-0571,Caribbean Black Bean with Quinoa,caribbean black bean with quinoa,Main Meal,Lunch,Jamaica,False,True,True,Caribbean Black Bean with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
572,REC-CAND-0572,Caribbean Sausage Rice Bowl,caribbean sausage rice bowl,Main Meal,Dinner,Japan,False,True,True,Caribbean Sausage Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
573,REC-CAND-0573,Korean Lentil Soup,korean lentil soup,Main Meal,Lunch,Philippines,False,True,True,Korean Lentil Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
574,REC-CAND-0574,Balsamic Turkey Tacos,balsamic turkey tacos,Main Meal,Lunch,Jamaica,False,True,True,Balsamic Turkey Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
575,REC-CAND-0575,Filipino Sausage Casserole,filipino sausage casserole,Main Meal,Lunch,Japan,False,True,True,Filipino Sausage Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
576,REC-CAND-0576,Tofu and Asparagus Casserole,tofu and asparagus casserole,Main Meal,Dinner,Spain,False,True,True,Tofu and Asparagus Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
577,REC-CAND-0577,Buffalo Shrimp Casserole,buffalo shrimp casserole,Main Meal,Lunch,Korea,False,True,True,Buffalo Shrimp Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
578,REC-CAND-0578,Pesto Chickpea Flatbread,pesto chickpea flatbread,Main Meal,Lunch,Philippines,False,True,True,Pesto Chickpea Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
579,REC-CAND-0579,Caribbean Tofu with Potatoes,caribbean tofu with potatoes,Main Meal,Lunch,France,False,True,True,Caribbean Tofu with Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
580,REC-CAND-0580,Chickpea and Mushrooms Flatbread,chickpea and mushrooms flatbread,Main Meal,Lunch,China,False,True,True,Chickpea and Mushrooms Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
581,REC-CAND-0581,French Lean Beef Sweet Potato Hash,french lean beef sweet potato hash,Main Meal,Breakfast,Croatia,True,True,True,French Lean Beef Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
582,REC-CAND-0582,Sesame Shrimp Salad Bowl,sesame shrimp salad bowl,Main Meal,Lunch,Brazil,False,True,True,Sesame Shrimp Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
583,REC-CAND-0583,Sesame Steak with Cauliflower,sesame steak with cauliflower,Main Meal,Lunch,Spain,False,True,True,Sesame Steak with Cauliflower recipe,assets/main.avif,assets/card.avif,not-included-see-readme
584,REC-CAND-0584,Cajun Black Bean Tray Bake,cajun black bean tray bake,Main Meal,Dinner,Philippines,False,True,True,Cajun Black Bean Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
585,REC-CAND-0585,Balsamic Salmon with Green Beans,balsamic salmon with green beans,Main Meal,Dinner,Peru,False,True,True,Balsamic Salmon with Green Beans recipe,assets/main.avif,assets/card.avif,not-included-see-readme
586,REC-CAND-0586,Roasted Tuna with Zucchini,roasted tuna with zucchini,Main Meal,Dinner,Brazil,False,True,True,Roasted Tuna with Zucchini recipe,assets/main.avif,assets/card.avif,not-included-see-readme
587,REC-CAND-0587,Spicy Steak Pasta,spicy steak pasta,Main Meal,Lunch,Jamaica,False,True,True,Spicy Steak Pasta recipe,assets/main.avif,assets/card.avif,not-included-see-readme
588,REC-CAND-0588,Peruvian Black Bean Flatbread,peruvian black bean flatbread,Main Meal,Lunch,China,False,True,True,Peruvian Black Bean Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
589,REC-CAND-0589,Coconut Steak Sweet Potato Hash,coconut steak sweet potato hash,Main Meal,Breakfast,United States,False,True,True,Coconut Steak Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
590,REC-CAND-0590,American Salmon with Quinoa,american salmon with quinoa,Main Meal,Dinner,France,False,True,True,American Salmon with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
591,REC-CAND-0591,Salmon Skillet,salmon skillet,Main Meal,Dinner,Jamaica,False,True,True,Salmon Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
592,REC-CAND-0592,Chickpea Stuffed Sweet Potatoes,chickpea stuffed sweet potatoes,Main Meal,Lunch,France,False,True,True,Chickpea Stuffed Sweet Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
593,REC-CAND-0593,French Tempeh Noodle Bowl,french tempeh noodle bowl,Main Meal,Dinner,United States,False,True,True,French Tempeh Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
594,REC-CAND-0594,Thai Salmon with Quinoa,thai salmon with quinoa,Main Meal,Lunch,Brazil,False,True,True,Thai Salmon with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
595,REC-CAND-0595,Caribbean Tempeh Noodle Bowl,caribbean tempeh noodle bowl,Main Meal,Dinner,Peru,False,True,True,Caribbean Tempeh Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
596,REC-CAND-0596,Caribbean Salmon Rice Bowl,caribbean salmon rice bowl,Main Meal,Dinner,Jamaica,False,True,True,Caribbean Salmon Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
597,REC-CAND-0597,Chickpea and Carrots Casserole,chickpea and carrots casserole,Main Meal,Lunch,Brazil,False,True,True,Chickpea and Carrots Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
598,REC-CAND-0598,Brazilian Black Bean Casserole,brazilian black bean casserole,Main Meal,Lunch,Mexico,False,True,True,Brazilian Black Bean Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
599,REC-CAND-0599,Spanish Shrimp with Noodles,spanish shrimp with noodles,Main Meal,Dinner,France,False,True,True,Spanish Shrimp with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
600,REC-CAND-0600,Egg Taco Bowl,egg taco bowl,Main Meal,Lunch,Italy,False,True,True,Egg Taco Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
601,REC-CAND-0601,Shrimp and Zucchini Curry,shrimp and zucchini curry,Main Meal,Lunch,China,False,True,True,Shrimp and Zucchini Curry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
602,REC-CAND-0602,Spicy Lean Beef Baked Potatoes,spicy lean beef baked potatoes,Main Meal,Dinner,Jamaica,False,True,True,Spicy Lean Beef Baked Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
603,REC-CAND-0603,Lean Beef and Tomatoes Orzo Skillet,lean beef and tomatoes orzo skillet,Main Meal,Dinner,Mexico,False,True,True,Lean Beef and Tomatoes Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
604,REC-CAND-0604,Shrimp and Carrots Chili,shrimp and carrots chili,Main Meal,Lunch,Italy,False,True,True,Shrimp and Carrots Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
605,REC-CAND-0605,Garlic Turkey Casserole,garlic turkey casserole,Main Meal,Dinner,Brazil,False,True,True,Garlic Turkey Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
606,REC-CAND-0606,Sheet Pan Black Bean and Mushrooms,sheet pan black bean and mushrooms,Main Meal,Lunch,Thailand,False,True,True,Sheet Pan Black Bean and Mushrooms recipe,assets/main.avif,assets/card.avif,not-included-see-readme
607,REC-CAND-0607,Caribbean Egg with Potatoes,caribbean egg with potatoes,Main Meal,Lunch,Japan,False,True,True,Caribbean Egg with Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
608,REC-CAND-0608,French Pork Tenderloin Tacos,french pork tenderloin tacos,Main Meal,Dinner,Romania,True,True,True,French Pork Tenderloin Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
609,REC-CAND-0609,Filipino Tofu with Vegetables,filipino tofu with vegetables,Main Meal,Lunch,Greece,False,True,True,Filipino Tofu with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
610,REC-CAND-0610,Indian Chickpea Soup,indian chickpea soup,Main Meal,Lunch,China,False,True,True,Indian Chickpea Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
611,REC-CAND-0611,Peruvian Cod with Quinoa,peruvian cod with quinoa,Main Meal,Lunch,Greece,False,True,True,Peruvian Cod with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
612,REC-CAND-0612,Roasted Pork Tenderloin Salad Bowl,roasted pork tenderloin salad bowl,Main Meal,Dinner,Nepal,True,True,True,Roasted Pork Tenderloin Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
613,REC-CAND-0613,Sausage and Broccoli Wraps,sausage and broccoli wraps,Main Meal,Lunch,United States,False,True,True,Sausage and Broccoli Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
614,REC-CAND-0614,Roasted Steak Soup,roasted steak soup,Main Meal,Lunch,Greece,False,True,True,Roasted Steak Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
615,REC-CAND-0615,Italian Lentil Salad Bowl,italian lentil salad bowl,Main Meal,Lunch,Brazil,False,True,True,Italian Lentil Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
616,REC-CAND-0616,Lemon Cod Stew,lemon cod stew,Main Meal,Dinner,Greece,False,True,True,Lemon Cod Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
617,REC-CAND-0617,Pesto Chicken Stew,pesto chicken stew,Main Meal,Lunch,Philippines,False,True,True,Pesto Chicken Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
618,REC-CAND-0618,Crispy Egg with Kale,crispy egg with kale,Main Meal,Dinner,Mongolia,True,True,True,Crispy Egg with Kale recipe,assets/main.avif,assets/card.avif,not-included-see-readme
619,REC-CAND-0619,Italian Tempeh Noodle Bowl,italian tempeh noodle bowl,Main Meal,Dinner,Mexico,False,True,True,Italian Tempeh Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
620,REC-CAND-0620,Sesame Tofu with Broccoli,sesame tofu with broccoli,Main Meal,Lunch,Mexico,False,True,True,Sesame Tofu with Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
621,REC-CAND-0621,Japanese Tempeh with Vegetables,japanese tempeh with vegetables,Main Meal,Dinner,Mexico,False,True,True,Japanese Tempeh with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
622,REC-CAND-0622,Korean Turkey Tacos,korean turkey tacos,Main Meal,Dinner,Italy,False,True,True,Korean Turkey Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
623,REC-CAND-0623,Honey Soy Tempeh Stew,honey soy tempeh stew,Main Meal,Dinner,United States,False,True,True,Honey Soy Tempeh Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
624,REC-CAND-0624,Chipotle Pork Tenderloin Salad Bowl,chipotle pork tenderloin salad bowl,Main Meal,Dinner,Japan,False,True,True,Chipotle Pork Tenderloin Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
625,REC-CAND-0625,Crispy Salmon Chili,crispy salmon chili,Main Meal,Lunch,Brazil,False,True,True,Crispy Salmon Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
626,REC-CAND-0626,French Pork Tenderloin with Vegetables,french pork tenderloin with vegetables,Main Meal,Dinner,Korea,False,True,False,French Pork Tenderloin with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
627,REC-CAND-0627,Sheet Pan Chickpea and Tomatoes,sheet pan chickpea and tomatoes,Main Meal,Lunch,Jamaica,False,True,False,Sheet Pan Chickpea and Tomatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
628,REC-CAND-0628,Brazilian Lean Beef Rice Bowl,brazilian lean beef rice bowl,Main Meal,Lunch,Jamaica,False,True,False,Brazilian Lean Beef Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
629,REC-CAND-0629,Spicy Lean Beef Quinoa Bowl,spicy lean beef quinoa bowl,Main Meal,Lunch,Greece,False,True,False,Spicy Lean Beef Quinoa Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
630,REC-CAND-0630,Tuna Skillet,tuna skillet,Main Meal,Dinner,Thailand,False,True,False,Tuna Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
631,REC-CAND-0631,Lemon Lentil with Broccoli,lemon lentil with broccoli,Main Meal,Dinner,Spain,False,True,False,Lemon Lentil with Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
632,REC-CAND-0632,Italian Cod Sweet Potato Hash,italian cod sweet potato hash,Main Meal,Breakfast,Brazil,False,True,False,Italian Cod Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
633,REC-CAND-0633,Jamaican Lean Beef Wraps,jamaican lean beef wraps,Main Meal,Lunch,Philippines,False,True,False,Jamaican Lean Beef Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
634,REC-CAND-0634,Balsamic Chickpea with Cabbage,balsamic chickpea with cabbage,Main Meal,Lunch,France,False,True,False,Balsamic Chickpea with Cabbage recipe,assets/main.avif,assets/card.avif,not-included-see-readme
635,REC-CAND-0635,Balsamic Black Bean Casserole,balsamic black bean casserole,Main Meal,Lunch,Peru,False,True,False,Balsamic Black Bean Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
636,REC-CAND-0636,Sheet Pan Salmon and Cabbage,sheet pan salmon and cabbage,Main Meal,Lunch,Spain,False,True,False,Sheet Pan Salmon and Cabbage recipe,assets/main.avif,assets/card.avif,not-included-see-readme
637,REC-CAND-0637,Chipotle Black Bean with Tomatoes,chipotle black bean with tomatoes,Main Meal,Lunch,France,False,True,False,Chipotle Black Bean with Tomatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
638,REC-CAND-0638,Tofu and Cabbage Casserole,tofu and cabbage casserole,Main Meal,Dinner,Peru,False,True,False,Tofu and Cabbage Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
639,REC-CAND-0639,Sheet Pan Tofu and Cucumber,sheet pan tofu and cucumber,Main Meal,Dinner,United States,False,True,False,Sheet Pan Tofu and Cucumber recipe,assets/main.avif,assets/card.avif,not-included-see-readme
640,REC-CAND-0640,Sheet Pan Pork Tenderloin and Carrots,sheet pan pork tenderloin and carrots,Main Meal,Lunch,Italy,False,True,False,Sheet Pan Pork Tenderloin and Carrots recipe,assets/main.avif,assets/card.avif,not-included-see-readme
641,REC-CAND-0641,Indian Lentil with Noodles,indian lentil with noodles,Main Meal,Dinner,Mexico,False,True,False,Indian Lentil with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
642,REC-CAND-0642,Blackened Tuna Stew,blackened tuna stew,Main Meal,Lunch,Thailand,False,True,False,Blackened Tuna Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
